,Environment,Transition Type,Num GT Clusters,Num Learned Clusters,Num Rollouts,Algorithm,Initialisation,Replicate,Iterations,Responsibility Matrix,Reward Weights,Runtime (s)
5231,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,31,4,"[[1.0, 1.2320891416832002e-45], [1.0, 1.9879630281380854e-31], [1.0, 1.7554909455196305e-46], [1.0, 2.836681290524653e-35], [1.0, 2.1081076123729974e-45], [1.0, 5.5906823276591966e-39], [1.0, 1.41125782267285e-45], [1.0, 4.857738230939473e-46], [3.061357431705856e-58, 1.0], [5.7975095459054696e-55, 1.0], [4.0075419502013226e-55, 1.0], [2.8134318738371992e-55, 1.0], [9.844229264671746e-55, 1.0], [2.5563348479925044e-62, 1.0], [6.607785346486337e-47, 1.0], [2.1318077247229636e-62, 1.0]]","[[[9.570902641406901, 0.0], [9.724463852362321, 0.0], [9.529266001131809, 0.0], [10.0, 0.0], [9.347472099919996, 0.0]], [[0.0, 9.353660511472027], [8.19595401241549, 0.0], [10.0, 0.0], [0.0, 9.748562570130765], [0.0, 0.0]]]",1.91457
5232,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,32,3,"[[1.3308385166259254e-32, 1.0], [3.7214100344040186e-35, 1.0], [6.58179191160044e-40, 1.0], [3.1027811478235395e-34, 1.0], [1.0769053664627882e-35, 1.0], [8.005575110623582e-40, 1.0], [4.953974186851677e-28, 1.0], [1.1013550765176564e-39, 1.0], [1.0, 1.0407275934622015e-41], [1.0, 5.834645714376922e-56], [1.0, 1.063327792577813e-52], [1.0, 7.66718215297743e-64], [1.0, 2.4539596828819426e-60], [1.0, 1.0174793967232962e-56], [1.0, 2.976421145803989e-45], [1.0, 4.016779977936929e-56]]","[[[0.0, 6.842451713705978], [6.797204910215826, 0.0], [4.660294865532457, 0.0], [0.0, 10.0], [0.0, 0.0]], [[9.722585645741344, 0.0], [9.492447659907588, 0.0], [10.0, 0.0], [9.54832833151834, 0.0], [9.754706368578768, 0.0]]]",1.4896200000000002
5233,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,33,3,"[[1.0, 1.695869482407708e-49], [1.0, 1.5864518204904154e-44], [1.0, 2.5014980554080477e-45], [1.0, 2.653507247070088e-38], [1.0, 8.537038521051393e-46], [1.0, 3.982865118867152e-52], [1.0, 6.199428966667802e-35], [1.0, 8.932528955399802e-42], [1.3151495173798642e-50, 1.0], [7.402783158574333e-47, 1.0], [3.128720289117047e-54, 1.0], [1.0196104268099956e-35, 1.0], [4.155580603172687e-62, 1.0], [1.3947405595479024e-61, 1.0], [2.1220511375074647e-47, 1.0], [5.981810280788559e-54, 1.0]]","[[[9.57728005603234, 0.0], [9.652781684609616, 0.0], [9.171413737281604, 0.0], [10.0, 0.0], [9.388212557787725, 0.0]], [[0.0, 9.292535923004825], [9.22479689774795, 0.0], [9.30183921011451, 0.0], [0.0, 10.0], [0.0, 0.0]]]",1.755802
5234,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,34,4,"[[3.1991025153247225e-34, 1.0], [6.93322039788424e-39, 1.0], [2.8928207178193224e-53, 1.0], [3.57448784639528e-41, 1.0], [1.4562987789011728e-42, 1.0], [8.60045921995336e-49, 1.0], [2.18061851646287e-45, 1.0], [4.1772962440461704e-42, 1.0], [1.0, 8.313664540184289e-63], [1.0, 9.342597564875397e-48], [1.0, 4.975293685779876e-47], [1.0, 4.1587597076321744e-63], [1.0, 2.6193652787915327e-47], [1.0, 1.5937273381100195e-51], [1.0, 4.390850095809042e-62], [1.0, 7.05110418817576e-67]]","[[[0.0, 9.467473013089375], [9.113591043547176, 0.0], [10.0, 0.0], [0.0, 8.924886450095249], [0.0, 8.793899754893497]], [[10.0, 0.0], [9.378668869153486, 0.0], [9.798506651987417, 0.0], [9.301526019747046, 0.0], [9.554723318078018, 0.0]]]",2.088699
5235,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,35,4,"[[2.961961412937233e-53, 1.0], [9.084618374607267e-45, 1.0], [2.3837064514067866e-53, 1.0], [4.7186481317824016e-42, 1.0], [7.43132794161174e-38, 1.0], [2.2784556888670603e-49, 1.0], [1.9007693333221774e-41, 1.0], [3.698683512451702e-57, 1.0], [1.0, 6.658671763331857e-64], [1.0, 4.7260495579366925e-63], [1.0, 1.5375231743643975e-59], [1.0, 8.146720806189558e-48], [1.0, 6.441172754512154e-56], [1.0, 2.696700974776812e-44], [1.0, 2.6605447770270894e-48], [1.0, 2.5698344643651314e-56]]","[[[0.0, 9.435347264821331], [9.796892923315681, 0.0], [9.24711300761409, 0.0], [0.0, 9.206854725287775], [0.0, 10.0]], [[10.0, 0.0], [9.394299435165136, 0.0], [9.787834895765895, 0.0], [9.56285721241818, 0.0], [9.802917960023601, 0.0]]]",2.393624
5236,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,36,7,"[[1.0, 1.1225177197126323e-46], [1.0, 2.799246440687499e-47], [1.0, 3.6773997867699264e-43], [1.0, 2.995028730903008e-50], [1.0, 1.736711965473195e-39], [1.0, 3.019740239276456e-55], [1.0, 1.4608824700709464e-50], [1.0, 9.79713678999556e-55], [1.78640268206234e-45, 1.0], [2.0405522286155628e-54, 1.0], [1.5998742301608862e-57, 1.0], [8.985065985454682e-48, 1.0], [7.370399263272281e-44, 1.0], [4.293407223247546e-48, 1.0], [3.2714423166612294e-48, 1.0], [6.43150689064531e-55, 1.0]]","[[[9.071057598496964, 0.0], [7.5573988617998324, 0.0], [10.0, 0.0], [9.570280697975718, 0.0], [8.914953782531738, 0.0]], [[0.0, 9.6750911202939], [10.0, 0.0], [9.772583361416403, 0.0], [0.0, 9.60787908756871], [0.0, 0.0]]]",4.101141999999999
5237,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,37,5,"[[1.0, 1.5220312220467699e-55], [1.0, 3.833145824681087e-35], [1.0, 1.3433163128759537e-41], [1.0, 9.73972922923829e-38], [1.0, 4.401735632862249e-43], [1.0, 2.6881242450358913e-48], [1.0, 1.598070975507048e-38], [1.0, 2.0774839521985162e-41], [4.52056845165722e-39, 1.0], [2.9229707608699686e-40, 1.0], [1.0500463615002355e-53, 1.0], [4.41056316110787e-62, 1.0], [6.915766804187699e-62, 1.0], [7.48942417644623e-54, 1.0], [3.739100111959649e-58, 1.0], [4.0203858149779046e-42, 1.0]]","[[[9.214477996813121, 0.0], [10.0, 0.0], [9.004608132573168, 0.0], [9.85569443345567, 0.0], [9.490265098211013, 0.0]], [[0.0, 8.73232940715308], [8.361072776763677, 0.0], [10.0, 0.0], [0.0, 7.8970204269334445], [0.0, 9.12753544996356]]]",2.4960240000000002
5238,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,38,5,"[[1.0, 3.200728073954426e-48], [1.0, 2.5892558899990744e-33], [1.0, 1.3278328938884108e-59], [1.0, 6.700537276233026e-33], [1.0, 1.1485267527648958e-29], [1.0, 1.4846634189187065e-51], [1.0, 6.514909735221194e-37], [1.0, 1.029796683827139e-51], [1.6909849388968172e-53, 1.0], [6.001578248029102e-53, 1.0], [4.7847767406434133e-42, 1.0], [8.631393796061219e-46, 1.0], [4.410113519845562e-53, 1.0], [2.4060971159164305e-64, 1.0], [1.8109345137166397e-56, 1.0], [2.5194692521593145e-42, 1.0]]","[[[9.495642989954098, 0.0], [10.0, 0.0], [9.428961371510844, 0.0], [8.336928015851052, 0.0], [9.547238898795866, 0.0]], [[0.0, 9.277593880465012], [10.0, 0.0], [9.315588663533868, 0.0], [0.0, 8.853632963023877], [0.0, 0.0]]]",2.877872
5239,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,39,3,"[[1.0, 3.3334025964481485e-44], [1.0, 3.0580854080242674e-41], [1.0, 9.118303676593555e-41], [1.0, 4.377505803946521e-48], [1.0, 1.0883817465708858e-37], [1.0, 1.8030847064844906e-48], [1.0, 9.688942716641285e-41], [1.0, 1.6738394772766085e-37], [2.7096934918257273e-45, 1.0], [9.099719836894677e-52, 1.0], [1.1899069948179629e-40, 1.0], [3.394081250308511e-48, 1.0], [5.520187158866534e-48, 1.0], [2.6731488346303825e-59, 1.0], [5.120615559535111e-53, 1.0], [1.1352531438902708e-59, 1.0]]","[[[8.846394512173061, 0.0], [10.0, 0.0], [8.918040799481517, 0.0], [9.601494523273342, 0.0], [9.179967310878828, 0.0]], [[0.0, 9.218746163439324], [9.492079683405514, 0.0], [9.23471405816845, 0.0], [0.0, 8.980350829774325], [0.0, 10.0]]]",1.8331790000000001
5240,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,40,4,"[[9.176654944518219e-45, 1.0], [3.5973284184331323e-41, 1.0], [4.137158183200311e-48, 1.0], [5.639459374359228e-41, 1.0], [1.1007471922444829e-38, 1.0], [1.7940797270042804e-59, 1.0], [2.920308297723104e-44, 1.0], [1.1351949058338006e-48, 1.0], [1.0, 1.7803228227487994e-50], [1.0, 2.274712297724014e-47], [1.0, 1.0132921173556697e-44], [1.0, 6.949319005565332e-37], [1.0, 1.3657009995066157e-55], [1.0, 4.11309400647593e-44], [1.0, 3.299184978456852e-51], [1.0, 4.948346435948598e-52]]","[[[0.0, 9.153749674513731], [9.734551916268781, 0.0], [8.377061827015776, 0.0], [0.0, 10.0], [0.0, 9.825340874045995]], [[8.78296181264963, 0.0], [10.0, 0.0], [8.94354769750001, 0.0], [8.640299805317664, 0.0], [9.22962521150764, 0.0]]]",2.2662259999999996
5241,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,41,4,"[[8.159450586742355e-54, 1.0], [2.9066326380656686e-46, 1.0], [3.174626390014004e-42, 1.0], [3.0568041921954825e-42, 1.0], [5.195166854359756e-61, 1.0], [9.75752282793013e-39, 1.0], [1.0282161589974213e-38, 1.0], [1.146612734694754e-42, 1.0], [1.0, 1.7888621380040975e-56], [1.0, 5.1107872528886076e-67], [1.0, 1.4810231057237292e-51], [1.0, 4.707253322197677e-59], [1.0, 4.9221830914368314e-55], [1.0, 2.203411388634697e-51], [1.0, 6.846064258543018e-51], [1.0, 3.958113238423552e-63]]","[[[0.0, 9.592806187579106], [9.292936883600378, 0.0], [10.0, 0.0], [0.0, 8.867441776523174], [0.0, 9.017248049086858]], [[9.77857069912766, 0.0], [9.5807393381016, 0.0], [10.0, 0.0], [9.494172401365564, 0.0], [9.741636844006509, 0.0]]]",2.149079
5242,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,42,4,"[[6.89436468842528e-41, 1.0], [1.2851546424918391e-41, 1.0], [3.821892591252094e-39, 1.0], [8.106415235795566e-41, 1.0], [4.3697230350603833e-48, 1.0], [1.1808221023146487e-40, 1.0], [1.2048970291751975e-47, 1.0], [2.6239363099991667e-47, 1.0], [1.0, 8.55354483951107e-56], [1.0, 4.0151869992366387e-60], [1.0, 4.306235554828317e-53], [1.0, 1.1143424317082787e-45], [1.0, 1.1919734532285509e-52], [1.0, 2.9544770525548723e-46], [1.0, 5.703065766276004e-52], [1.0, 2.9462234350361405e-49]]","[[[0.0, 9.07483843970478], [8.288514472347904, 0.0], [10.0, 0.0], [0.0, 9.150426070489257], [0.0, 9.31438143141542]], [[9.20169457924273, 0.0], [10.0, 0.0], [8.239090942383466, 0.0], [9.690117752463243, 0.0], [9.238326358820556, 0.0]]]",2.1017349999999997
5243,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,43,1,"[[1.7911823061419613e-17, 1.0], [1.524344978574707e-25, 1.0], [3.032502627820896e-25, 1.0], [9.772221757921887e-24, 1.0], [3.1362302646011273e-13, 0.9999999999996864], [9.425570780300411e-14, 0.9999999999999056], [1.0842172212404285e-13, 0.9999999999998915], [5.387485700486639e-22, 1.0], [0.9999999999999999, 1.595679751858767e-16], [0.9999999999999994, 6.682955199706647e-16], [1.0, 3.502295681163231e-18], [0.9999999999999989, 1.0853155768712564e-15], [1.0, 1.180489703759357e-19], [0.9999999999999996, 4.700582989290704e-16], [1.0, 3.423211220110728e-17], [1.0, 3.3574810385952868e-18]]","[[[0.0, 9.126789448778899], [9.412574173808494, 0.0], [8.285028751476235, 0.0], [0.0, 10.0], [0.0, 8.741626041870308]], [[9.550992109238736, 0.0], [8.719393143382888, 0.0], [8.688139747320474, 0.0], [10.0, 0.0], [9.152828069850178, 0.0]]]",0.469145
5244,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,44,4,"[[4.82368460601879e-39, 1.0], [2.0771618955406534e-34, 1.0], [3.302902034088096e-39, 1.0], [1.4434141325092435e-29, 1.0], [2.961425656002942e-42, 1.0], [2.6483707446110593e-42, 1.0], [1.981375313803521e-34, 1.0], [1.2664517539272962e-37, 1.0], [1.0, 3.8471979090849557e-59], [1.0, 3.083352785590172e-44], [1.0, 6.860818101510325e-63], [1.0, 3.6040377944949373e-44], [1.0, 9.341432049622136e-59], [1.0, 2.98112542977407e-59], [1.0, 6.60730460830525e-44], [1.0, 4.157198475206964e-59]]","[[[0.0, 7.254074442820463], [8.068722722835158, 0.0], [4.06666984026862, 0.0], [0.0, 10.0], [0.0, 6.963272245008956]], [[9.401770613860323, 0.0], [9.48844313818681, 0.0], [9.622161534637035, 0.0], [10.0, 0.0], [9.538663834208744, 0.0]]]",2.1700150000000002
5245,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,45,4,"[[2.7746873289929127e-35, 1.0], [3.1312776250818374e-49, 1.0], [2.315244462121587e-53, 1.0], [4.376737946512602e-38, 1.0], [3.1948007622023305e-49, 1.0], [6.464185263721656e-53, 1.0], [6.601707994673363e-46, 1.0], [4.513011454985504e-45, 1.0], [1.0, 5.136609013423674e-56], [1.0, 1.5783711898157174e-59], [1.0, 2.3686951064240753e-55], [1.0, 1.749264558164462e-55], [1.0, 1.3516966115820104e-59], [1.0, 2.8961500257357617e-51], [1.0, 1.3239143090183686e-58], [1.0, 1.2459562856535782e-55]]","[[[0.0, 9.461032724964923], [8.879673711806237, 0.0], [10.0, 0.0], [0.0, 9.299571489475953], [0.0, 9.844741899138775]], [[9.73471858116199, 0.0], [9.685803161630513, 0.0], [9.603068281779706, 0.0], [10.0, 0.0], [9.739831919703525, 0.0]]]",1.976668
5246,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,46,3,"[[1.0, 3.044139008780029e-46], [1.0, 2.3960418087700515e-42], [1.0, 1.1283570873504012e-35], [1.0, 9.139398096417535e-45], [1.0, 2.8891505603366784e-60], [1.0, 3.2922311032021104e-50], [1.0, 5.717241694770594e-49], [1.0, 7.128458350517985e-32], [1.4690054570146462e-51, 1.0], [2.5510819493184572e-54, 1.0], [1.1306419362381989e-51, 1.0], [2.3323309716761646e-44, 1.0], [1.0424884773306376e-43, 1.0], [3.2374788469055877e-43, 1.0], [1.310458381871272e-43, 1.0], [4.507908517476568e-59, 1.0]]","[[[8.822137424326462, 0.0], [10.0, 0.0], [9.067455897861729, 0.0], [7.923120971045457, 0.0], [9.20337085045045, 0.0]], [[0.0, 9.349123810449472], [8.94793190577865, 0.0], [10.0, 0.0], [0.0, 9.624127261412445], [0.0, 8.885549246490532]]]",1.777855
5247,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,47,3,"[[2.6542062398987995e-60, 1.0], [3.908157783588461e-46, 1.0], [1.682747543629996e-42, 1.0], [1.52481604035823e-45, 1.0], [2.6390588503869186e-49, 1.0], [1.5075198202284257e-45, 1.0], [1.7864222620103018e-53, 1.0], [3.773440858548374e-39, 1.0], [1.0, 5.382976084891326e-63], [1.0, 1.8108492331466492e-51], [1.0, 8.444447404470582e-56], [1.0, 2.4080577907174256e-52], [1.0, 4.140200745053789e-47], [1.0, 1.0833720673625e-70], [1.0, 9.877805156104538e-55], [1.0, 1.212323085150337e-50]]","[[[0.0, 9.353757937947393], [9.555686973347813, 0.0], [8.409562226307452, 0.0], [0.0, 10.0], [0.0, 9.445470165132992]], [[9.583950666464297, 0.0], [9.399438325976671, 0.0], [10.0, 0.0], [9.945669873640373, 0.0], [9.743622850600293, 0.0]]]",1.6449169999999997
5248,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,48,5,"[[1.0, 6.69123927883358e-51], [1.0, 2.0945621962561534e-51], [1.0, 4.713770880654287e-51], [1.0, 5.977585058354638e-36], [1.0, 4.838603724101988e-47], [1.0, 5.931790936289694e-36], [1.0, 8.82413544506177e-40], [1.0, 1.884890200873704e-46], [6.7683615599253105e-40, 1.0], [1.1580694567048085e-43, 1.0], [4.5964572519295306e-43, 1.0], [1.851335528880432e-57, 1.0], [2.718638867863104e-53, 1.0], [6.53672676331843e-50, 1.0], [1.8074052277826953e-50, 1.0], [5.697130575734636e-48, 1.0]]","[[[9.442788354605172, 0.0], [8.65244117100855, 0.0], [9.779374830897428, 0.0], [10.0, 0.0], [9.437349689468842, 0.0]], [[0.0, 8.94911561366557], [10.0, 0.0], [8.725935453752578, 0.0], [0.0, 9.362255839270924], [0.0, 8.605479783104677]]]",3.038039
5249,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,49,4,"[[6.171123924464302e-32, 1.0], [9.021992291182185e-49, 1.0], [1.0192133220935968e-44, 1.0], [1.4766037594078066e-48, 1.0], [1.9168581185025292e-38, 1.0], [2.21822840196017e-45, 1.0], [1.6233240175141842e-42, 1.0], [6.219109659551835e-35, 1.0], [1.0, 1.0963986027515616e-53], [1.0, 1.939526722517183e-57], [1.0, 5.984976674056082e-54], [1.0, 1.3731810738315618e-53], [1.0, 5.789809853913592e-43], [1.0, 1.1969153619966595e-46], [1.0, 2.778499743290853e-60], [1.0, 8.540839058969286e-61]]","[[[0.0, 9.206647007394496], [9.472958961402302, 0.0], [8.253242903410502, 0.0], [0.0, 10.0], [0.0, 8.894359625537625]], [[9.629874429105795, 0.0], [9.048513735600961, 0.0], [9.037460158403045, 0.0], [10.0, 0.0], [9.092236291347506, 0.0]]]",2.100869
5250,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,50,6,"[[3.290224515809162e-44, 1.0], [2.533399766653308e-53, 1.0], [3.891747030813723e-46, 1.0], [7.798338776670562e-42, 1.0], [3.4345660301368063e-46, 1.0], [1.0968565466996242e-45, 1.0], [2.1820043128832804e-45, 1.0], [1.6988737289189478e-45, 1.0], [1.0, 2.9949413922880236e-37], [1.0, 1.655421132099634e-42], [1.0, 9.482830810893834e-43], [1.0, 4.576547581559095e-48], [1.0, 1.1594834923691347e-44], [1.0, 2.389309806703739e-38], [1.0, 2.997060011616333e-43], [1.0, 6.6148779040150444e-43]]","[[[0.0, 9.295605769705926], [10.0, 0.0], [9.539849123029697, 0.0], [0.0, 9.141567428327086], [0.0, 9.988388682219886]], [[8.091150768729898, 0.0], [6.997219407236211, 0.0], [6.745434355984444, 0.0], [10.0, 0.0], [7.720824606693656, 0.0]]]",2.892481
5251,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,51,3,"[[1.0, 4.29869540243723e-38], [1.0, 2.024865705242212e-52], [1.0, 8.324458042739585e-52], [1.0, 2.3795778144406784e-52], [1.0, 4.451645953532361e-37], [1.0, 1.3172073296048317e-55], [1.0, 3.254406261433842e-44], [1.0, 2.024865705242212e-52], [4.22075777730542e-61, 1.0], [7.138138560947328e-57, 1.0], [5.308645550676087e-61, 1.0], [2.754206472320288e-41, 1.0], [1.0668023949350974e-56, 1.0], [2.916180799977682e-53, 1.0], [9.588369664327578e-42, 1.0], [6.468477982856123e-41, 1.0]]","[[[8.633774787772591, 0.0], [10.0, 0.0], [9.994366231940173, 0.0], [9.044106848566111, 0.0], [9.572230543782911, 0.0]], [[0.0, 9.113948881254643], [9.73296392127317, 0.0], [7.937563749182296, 0.0], [0.0, 10.0], [0.0, 8.07759033500146]]]",1.541334
5252,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,52,3,"[[1.8197519771598523e-46, 1.0], [1.1454373456239056e-42, 1.0], [6.128915069823536e-36, 1.0], [6.798763503857575e-44, 1.0], [3.4846539909064424e-43, 1.0], [3.594610494336063e-46, 1.0], [3.1739197639035664e-47, 1.0], [8.778837129605997e-44, 1.0], [1.0, 4.516944310474797e-56], [1.0, 2.275023247019987e-63], [1.0, 4.680893359939e-72], [1.0, 1.784949064792465e-55], [1.0, 5.926093673018764e-56], [1.0, 2.407282665788285e-55], [1.0, 4.6986074118373125e-60], [1.0, 2.4625857212484973e-59]]","[[[0.0, 9.811082003501415], [9.987236652420503, 0.0], [8.673484227254711, 0.0], [0.0, 10.0], [0.0, 0.0]], [[9.783157153781366, 0.0], [10.0, 0.0], [9.971817430192226, 0.0], [9.953418184716048, 0.0], [9.680504393987425, 0.0]]]",1.4949459999999999
5253,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,53,5,"[[8.519885428159451e-38, 1.0], [1.1794917319761926e-29, 1.0], [1.6459451700236498e-32, 1.0], [4.1010738290536706e-33, 1.0], [4.546798158462366e-51, 1.0], [9.257860828818548e-45, 1.0], [1.1777993231868266e-31, 1.0], [2.3266631366725087e-31, 1.0], [1.0, 3.054169587789929e-50], [1.0, 1.1236936863143033e-57], [1.0, 5.43298639804994e-57], [1.0, 2.988228191461827e-46], [1.0, 9.180609703085184e-54], [1.0, 2.286113033218352e-45], [1.0, 4.2600693203396614e-50], [1.0, 9.750513871267262e-46]]","[[[0.0, 8.10637601254731], [7.343782390241881, 0.0], [10.0, 0.0], [0.0, 7.3740517108385895], [0.0, 0.0]], [[8.904395301111961, 0.0], [10.0, 0.0], [9.880095114779786, 0.0], [9.498287677092138, 0.0], [9.400680270840212, 0.0]]]",3.034202
5254,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,54,5,"[[1.0, 9.76589191740353e-48], [1.0, 4.5349962903143694e-48], [1.0, 2.9551237982180364e-48], [1.0, 5.2920837463069704e-40], [1.0, 6.326705330360271e-48], [1.0, 8.327455014657552e-48], [1.0, 1.0833163412927178e-40], [1.0, 1.40016747248596e-47], [4.161589310071796e-52, 1.0], [6.632391214145661e-49, 1.0], [5.4391327790870485e-49, 1.0], [4.760250127296618e-45, 1.0], [4.984462564540971e-53, 1.0], [1.1047973585181624e-49, 1.0], [6.3430721211094286e-49, 1.0], [3.190474036006919e-45, 1.0]]","[[[7.993374027233762, 0.0], [9.623498439622955, 0.0], [8.10439713684352, 0.0], [10.0, 0.0], [8.601547616245005, 0.0]], [[0.0, 9.817910716561899], [10.0, 0.0], [9.651952149765417, 0.0], [0.0, 9.414422449405945], [0.0, 9.72135128772853]]]",2.7577599999999998
5255,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,55,4,"[[1.0, 2.1366780294384095e-45], [1.0, 2.1752977628257636e-45], [1.0, 1.019350177451634e-41], [1.0, 2.7856773120040875e-49], [1.0, 5.832528518585388e-42], [1.0, 1.719985691418564e-53], [1.0, 3.891888447020718e-39], [1.0, 1.2383727167322643e-35], [1.1405581489168666e-52, 1.0], [1.4700296087216514e-60, 1.0], [4.475696661887081e-59, 1.0], [5.701572532589778e-45, 1.0], [6.3677948394762085e-53, 1.0], [1.3670395373185139e-44, 1.0], [2.0472927017212286e-45, 1.0], [8.521385205871581e-45, 1.0]]","[[[9.179010037969036, 0.0], [9.42444714498753, 0.0], [10.0, 0.0], [8.36093031452108, 0.0], [9.324522884797803, 0.0]], [[0.0, 9.322313880044403], [8.434903769963398, 0.0], [10.0, 0.0], [0.0, 10.0], [0.0, 0.0]]]",2.3316169999999996
5256,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,56,6,"[[1.0, 8.866184187811876e-48], [1.0, 7.945723647793042e-48], [1.0, 7.870935929246332e-44], [1.0, 1.41986327583725e-47], [1.0, 2.6320372454606027e-48], [1.0, 2.860519807511019e-62], [1.0, 5.576076482710289e-40], [1.0, 8.309632948496383e-37], [2.851320007056714e-43, 1.0], [1.9389378426021763e-47, 1.0], [3.4276410534813896e-47, 1.0], [1.1419286700175327e-62, 1.0], [6.989077037501672e-51, 1.0], [6.764443554303713e-44, 1.0], [4.521342934261312e-59, 1.0], [6.322926753536369e-55, 1.0]]","[[[8.801194458209345, 0.0], [9.216098264358559, 0.0], [10.0, 0.0], [8.61860944747826, 0.0], [9.163467432960443, 0.0]], [[0.0, 9.705700236510786], [9.719581832087743, 0.0], [9.497659729171108, 0.0], [0.0, 10.0], [0.0, 9.769273828505892]]]",2.865017
5257,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,57,5,"[[1.3030809906503291e-49, 1.0], [3.190523402713123e-61, 1.0], [3.0452942460382506e-38, 1.0], [6.15381254217008e-46, 1.0], [4.6576730344727265e-54, 1.0], [5.174329205849725e-46, 1.0], [4.269078742723163e-42, 1.0], [5.479133626164928e-46, 1.0], [1.0, 9.448656786305203e-50], [1.0, 6.090749058110608e-50], [1.0, 8.235160293597578e-54], [1.0, 2.775439533572599e-57], [1.0, 1.8978581394465213e-53], [1.0, 6.261355809110011e-54], [1.0, 5.020241540024827e-50], [1.0, 2.0069929947970694e-53]]","[[[0.0, 9.517611412898816], [10.0, 0.0], [9.693828586433241, 0.0], [0.0, 9.070469855384676], [0.0, 0.0]], [[9.340840652088852, 0.0], [8.810241746010377, 0.0], [9.363695955698233, 0.0], [10.0, 0.0], [9.339748530458932, 0.0]]]",2.9941169999999997
5258,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,58,4,"[[7.514965309444731e-42, 1.0], [1.6940358519399873e-53, 1.0], [1.525610774716682e-34, 1.0], [3.412033337850504e-38, 1.0], [2.863822804754636e-56, 1.0], [2.0220427987676707e-35, 1.0], [2.705192326356899e-47, 1.0], [7.41826786528628e-39, 1.0], [1.0, 1.6339371806766395e-55], [1.0, 1.335539058854069e-50], [1.0, 1.3702611189259664e-40], [1.0, 1.916491090415329e-51], [1.0, 2.0545426785508687e-55], [1.0, 7.362149110561351e-59], [1.0, 2.9911951111803253e-61], [1.0, 3.368954192105473e-58]]","[[[0.0, 8.845084101593585], [8.380636538452075, 0.0], [10.0, 0.0], [0.0, 8.275732758209209], [0.0, 0.0]], [[9.811544664638689, 0.0], [9.405421864455043, 0.0], [8.74541328872873, 0.0], [10.0, 0.0], [9.554013097776732, 0.0]]]",2.4033130000000003
5259,NChain,stochastic,2,2,16,BV-MaxEnt,uniform,59,4,"[[9.35382580897472e-44, 1.0], [1.2275575843366363e-43, 1.0], [4.9621429938208876e-51, 1.0], [1.0035958599441553e-50, 1.0], [8.58779279925482e-33, 1.0], [1.8488635635354984e-46, 1.0], [1.466791178559916e-39, 1.0], [2.666795604107123e-43, 1.0], [1.0, 1.2238472252255792e-53], [1.0, 4.953217589766808e-42], [1.0, 4.390415556444157e-45], [1.0, 1.7437430873405455e-60], [1.0, 2.9198848571166344e-64], [1.0, 1.803040261720445e-49], [1.0, 1.1274308558817638e-56], [1.0, 2.8515238828730473e-34]]","[[[0.0, 9.096542935124681], [9.482426058857678, 0.0], [9.029165215274643, 0.0], [0.0, 7.973972280480689], [0.0, 10.0]], [[8.092749528817793, 0.0], [10.0, 0.0], [8.550493576042715, 0.0], [8.777293395400138, 0.0], [8.867157745547367, 0.0]]]",1.9008209999999999
