,Environment,Transition Type,Num GT Clusters,Num Learned Clusters,Num Rollouts,Algorithm,Initialisation,Replicate,Iterations,Responsibility Matrix,Reward Weights,Runtime (s)
360,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,60,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.279378461682509, 9.616352234453547], [10.0, 0.0], [9.859542016172526, 0.0], [9.086251763059412, 8.760589803565075], [9.925725503401392, 6.826599663028405]]]",10.095947
361,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,61,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.697818481755806, 8.972496252605177], [10.0, 0.0], [8.968635084630241, 0.0], [8.433745692528696, 8.188706838927537], [9.382866800975027, 5.732777589763601]]]",10.362036999999999
362,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,62,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.307950503902445, 9.460696790456499], [9.082000863926922, 0.0], [10.0, 0.0], [9.34025930422809, 9.08821591070919], [9.738077974934635, 5.564150074109639]]]",10.319266
363,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,63,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.958912384882467, 9.20659165943919], [9.620972992089559, 0.0], [9.467468009903742, 0.0], [9.390096578019358, 8.954249452827112], [9.508097197425554, 5.8189773682086745]]]",10.78608
364,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,64,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.37276587582599, 9.470726551008502], [9.777302080809958, 0.0], [10.0, 0.0], [9.488213717205033, 9.020950131551675], [9.754359104126014, 6.755028449242101]]]",9.956766
365,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,65,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.365150956366884, 9.375986263885556], [9.273896334887453, 0.0], [10.0, 0.0], [9.213848771693819, 8.620115442716228], [9.603393512318494, 6.405143343143746]]]",9.873467
366,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,66,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.385104302092392, 9.41407118061144], [9.87907007314836, 0.0], [10.0, 0.0], [9.563496998090562, 8.907253741070475], [9.599012815235355, 7.306358690415631]]]",9.880789
367,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,67,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.604416848715543, 9.492607582800098], [9.885108728642557, 0.0], [10.0, 0.0], [8.904562951917631, 8.30786673129108], [9.767919341330714, 6.728568910552519]]]",9.853728
368,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,68,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.133993987770777, 9.104685660378172], [8.939137426535387, 0.0], [10.0, 0.0], [8.974348086470755, 8.09830089936468], [9.276597393916521, 5.262611700460815]]]",10.048675
369,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,69,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.174801950868844, 9.213159987323465], [10.0, 0.0], [9.403264860961256, 0.0], [9.375809797522086, 8.782197834711168], [9.494233004972944, 4.780360488965879]]]",10.045603
370,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,70,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.266980690776542, 9.363542706682695], [10.0, 0.0], [9.729658160287265, 0.0], [8.796231328116667, 8.653872210605455], [9.71862605597891, 5.769291503125256]]]",10.014503
371,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,71,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.493449525844694, 8.595545831349465], [7.963156955530036, 0.0], [10.0, 0.0], [8.39840840832065, 7.185851649341423], [8.767300395739834, 5.466517900247963]]]",10.122753999999999
372,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,72,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.04615407537046, 9.25834773044851], [9.40352938841707, 0.0], [10.0, 0.0], [8.871409197837755, 8.258596683913183], [9.51036827277411, 6.770108411431634]]]",10.00646
373,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,73,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.944141878641739, 9.007272831103972], [9.337392804781222, 0.0], [10.0, 0.0], [8.59663161270263, 8.360338102081297], [9.31222045992213, 6.816463898006855]]]",10.026829
374,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,74,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.041068478070335, 9.148956184162381], [10.0, 0.0], [9.617106567260869, 0.0], [8.734264641609858, 8.044688414723604], [9.401207401559729, 6.8315186432032515]]]",10.103679
375,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,75,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.305958621498698, 9.39567288267982], [9.333073606984266, 0.0], [10.0, 0.0], [9.067996605786094, 8.826752344389801], [9.676914227262676, 5.598618836209181]]]",10.25094
376,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,76,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.080812446689801, 9.37213600245378], [10.0, 0.0], [9.903431790774347, 0.0], [8.584737757635835, 8.477021418029503], [9.763243772568588, 6.7928215749375065]]]",9.978159
377,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,77,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.26858875756503, 9.376381334464451], [10.0, 0.0], [9.132096651235502, 0.0], [9.309847022566126, 9.17120626040827], [9.723500365799783, 5.662858994558243]]]",10.214395
378,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,78,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.627848143969599, 9.667392303643373], [9.902064516776614, 0.0], [9.888404931758268, 0.0], [9.010084904569597, 9.008657473821], [10.0, 7.300232868554732]]]",10.201957
379,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,79,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.297576204987367, 9.631132881813905], [9.471396162345863, 0.0], [10.0, 0.0], [9.245277720206097, 9.299254946847189], [9.966123817876744, 6.3032987054417156]]]",10.95854
380,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,80,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.409226607556265, 9.389312187961531], [9.424042734794192, 0.0], [10.0, 0.0], [9.271627451961855, 9.182287066411625], [9.713030820594255, 6.448607456547332]]]",10.103864999999999
381,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,81,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.646885935427832, 9.560943909427708], [9.416251729442202, 0.0], [10.0, 0.0], [9.680069930412838, 8.558137830724748], [9.6652913591799, 4.983969984420566]]]",9.910745
382,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,82,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.133647747475871, 9.342433692391683], [10.0, 0.0], [9.457078663782609, 0.0], [8.708729609381807, 8.55108081159428], [9.70739058394791, 6.921546397806363]]]",10.02725
383,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,83,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.240634887263857, 9.59459492745534], [9.962843538550104, 0.0], [9.801575516738575, 0.0], [9.260835955439433, 9.649140001045433], [10.0, 7.485573364078543]]]",9.789033
384,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,84,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.063012153322266, 9.098455544159624], [10.0, 0.0], [9.067171574086101, 0.0], [8.621789455186372, 8.327424057894625], [9.455190372247301, 6.573977851568805]]]",10.081650999999999
385,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,85,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.110629869912238, 9.5924643276009], [10.0, 0.0], [9.902244017782499, 0.0], [9.661332458427811, 9.279473436101428], [9.924499548670948, 6.50882195692524]]]",10.026748
386,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,86,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.439785899385551, 9.317004149513668], [9.451100708296867, 0.0], [10.0, 0.0], [8.771315157895868, 8.181586600136907], [9.578984453079162, 5.607273004712576]]]",9.736018
387,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,87,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.673890408983102, 9.62414867806698], [9.562994239609111, 0.0], [10.0, 0.0], [9.722626029550002, 9.003569129991073], [9.83964472742612, 4.944888698738416]]]",10.102513
388,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,88,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.922854111129241, 8.985044530894095], [9.684684265753381, 0.0], [9.568964342187286, 0.0], [8.256953153912232, 8.159652064500033], [9.38172027962019, 6.146150801500591]]]",10.035194
389,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,89,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.04840645023132, 9.203810605569398], [9.211933349668971, 0.0], [10.0, 0.0], [8.677485041196448, 8.437357664521052], [9.501029132829867, 5.9295879918562475]]]",10.082474000000001
390,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,90,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.371753321759703, 9.41778612197], [10.0, 0.0], [9.214995776988493, 0.0], [9.87988822939033, 9.3749048952274], [9.693523945726534, 6.153290697293691]]]",10.061594
391,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,91,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.257469668102997, 9.047374102049195], [8.907281091199764, 0.0], [10.0, 0.0], [8.212323602080914, 7.926839056683501], [9.371833089654245, 5.308733740074284]]]",10.044657
392,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,92,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.117300685863379, 9.280762820487782], [10.0, 0.0], [9.29541694526555, 0.0], [9.47006495753832, 8.811988543693426], [9.528274581036149, 6.309986487590242]]]",9.965048
393,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,93,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.320374073134383, 9.360107994077646], [9.447571190889617, 0.0], [10.0, 0.0], [9.160250904539517, 8.279808301333029], [9.616058925508897, 5.539230298551448]]]",10.170256
394,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,94,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.504012308939597, 9.385562519574231], [9.278573728758774, 0.0], [10.0, 0.0], [9.073476032115327, 8.652497917890162], [9.632656849681513, 6.494340375622238]]]",10.058351
395,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,95,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.467129555482478, 9.579222624538701], [10.0, 0.0], [9.708321395079485, 0.0], [9.663445928826112, 9.402989501547264], [9.91004228215694, 6.263079013121723]]]",10.165669
396,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,96,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.288803068597588, 9.12756908541743], [8.901704522305693, 0.0], [10.0, 0.0], [9.12806074311393, 8.768659952152097], [9.34054194557663, 6.668251295111057]]]",8.86702
397,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,97,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.281146105192201, 9.349919289627383], [10.0, 0.0], [9.316798667812384, 0.0], [9.831067785595732, 9.281342439258951], [9.599675868306454, 6.62816431168234]]]",8.823791
398,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,98,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.30815577882643, 9.513188812341646], [10.0, 0.0], [9.476194288778732, 0.0], [9.902062071829294, 9.24952187787882], [9.762484981280377, 6.42867449822701]]]",8.904712
399,NChain,stochastic,2,1,24,BV-MaxEnt,gmm,99,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.224272029702874, 9.364558719498016], [9.788969460191591, 0.0], [9.017232277737849, 0.0], [9.308291285907853, 8.624148492242842], [9.64017238327957, 5.533759015897823]]]",9.027667
400,NChain,stochastic,2,2,24,BV-MaxEnt,gmm,0,2,"[[9.509222839078692e-43, 1.0], [3.901198614834267e-46, 1.0], [8.040758017680421e-47, 1.0], [5.583663273026834e-39, 1.0], [7.754590377394364e-50, 1.0], [3.932140872855683e-50, 1.0], [1.5243471833001766e-50, 1.0], [1.2952926325239706e-50, 1.0], [3.9062075556916867e-47, 1.0], [1.9292205730174025e-54, 1.0], [3.157233628508075e-39, 1.0], [2.4812510370367297e-61, 1.0], [1.0, 3.0130645629475703e-58], [1.0, 1.8931449956769537e-51], [1.0, 5.505525717022652e-48], [1.0, 9.34072289005328e-55], [1.0, 2.4209752620845474e-55], [1.0, 6.4203261296249466e-55], [1.0, 9.753561719063917e-63], [1.0, 4.0617533148636716e-63], [1.0, 1.806848325630823e-47], [1.0, 2.4229326156523606e-55], [1.0, 1.0522090384978106e-47], [1.0, 1.5964135347317418e-54]]","[[[0.0, 9.539827499228219], [9.669203097460242, 0.0], [9.107716363615152, 0.0], [0.0, 10.0], [0.0, 9.276831327731063]], [[9.74176264280049, 0.0], [9.205124168964893, 0.0], [9.803497859698911, 0.0], [10.0, 0.0], [9.6607469623835, 0.0]]]",16.274441
401,NChain,stochastic,2,2,24,BV-MaxEnt,gmm,1,2,"[[4.308696974437076e-37, 1.0], [1.2645751515439093e-34, 1.0], [1.3350068256300984e-34, 1.0], [6.729910583456146e-43, 1.0], [5.552079275047365e-35, 1.0], [4.614454906869924e-43, 1.0], [1.909827735793156e-45, 1.0], [7.816362401604364e-37, 1.0], [3.832331142324497e-32, 1.0], [3.529515891395592e-40, 1.0], [1.0944778724027617e-37, 1.0], [3.4003447802804436e-45, 1.0], [1.0, 8.743822380915082e-57], [1.0, 3.8476123254203136e-69], [1.0, 2.704053195115252e-57], [1.0, 2.610247567140445e-49], [1.0, 3.340025792598677e-53], [1.0, 4.1315777676245037e-57], [1.0, 3.9644807652414844e-53], [1.0, 4.47124238468558e-45], [1.0, 2.0642566342442082e-42], [1.0, 4.57487109889888e-46], [1.0, 6.499417506668158e-54], [1.0, 1.1735756469860648e-53]]","[[[0.0, 7.968406982506723], [7.529384261259671, 0.0], [6.649457816741468, 0.0], [0.0, 10.0], [0.0, 7.785122166175187]], [[9.094458523807425, 0.0], [10.0, 0.0], [9.44301019481635, 0.0], [9.305923827510968, 0.0], [9.370466520288753, 0.0]]]",16.73483
402,NChain,stochastic,2,2,24,BV-MaxEnt,gmm,2,2,"[[1.0, 5.929763146167895e-57], [1.0, 2.059709708842756e-43], [1.0, 4.761559227938864e-50], [1.0, 3.639293877725813e-53], [1.0, 1.616888208449108e-50], [1.0, 2.489648706319075e-36], [1.0, 5.591054876096444e-50], [1.0, 6.609772612343128e-47], [1.0, 1.3719057897220428e-36], [1.0, 3.27754796811199e-44], [1.0, 9.82586051185513e-47], [1.0, 4.181254480811814e-50], [1.670133099554417e-45, 1.0], [9.590420772604879e-52, 1.0], [8.352673799602428e-49, 1.0], [2.7109468477122952e-58, 1.0], [1.858994331067291e-38, 1.0], [1.6022806739536062e-48, 1.0], [4.440975370071629e-45, 1.0], [3.7369167021720555e-61, 1.0], [1.0690840594214467e-51, 1.0], [1.0795626993603669e-48, 1.0], [5.758148804321711e-58, 1.0], [4.7048530521846725e-58, 1.0]]","[[[9.119943778145092, 0.0], [8.447353401931675, 0.0], [7.870674762821431, 0.0], [10.0, 0.0], [8.984650912055589, 0.0]], [[0.0, 8.74765828424352], [8.745851525066689, 0.0], [7.710318370504448, 0.0], [0.0, 10.0], [0.0, 8.834249737162143]]]",17.288268
403,NChain,stochastic,2,2,24,BV-MaxEnt,gmm,3,2,"[[4.42259640728301e-45, 1.0], [4.007681747238306e-42, 1.0], [1.590971986652886e-36, 1.0], [1.5408134163319207e-44, 1.0], [8.331042264682059e-34, 1.0], [1.3559520140097177e-48, 1.0], [1.842557891493523e-49, 1.0], [7.442758855135108e-45, 1.0], [9.553603883062029e-34, 1.0], [6.842382939584039e-45, 1.0], [3.3816699448782944e-48, 1.0], [2.0283141985814544e-44, 1.0], [1.0, 3.3462259441423357e-47], [1.0, 1.4314592170549932e-47], [1.0, 1.3433785175452305e-62], [1.0, 2.8482543366086707e-51], [1.0, 2.9233904719742356e-58], [1.0, 1.192713954024835e-54], [1.0, 1.3176746562538132e-55], [1.0, 2.3711516992744583e-55], [1.0, 9.600133731732942e-52], [1.0, 3.518140281086913e-55], [1.0, 9.507352040705498e-55], [1.0, 9.195338511821965e-52]]","[[[0.0, 9.334105923531116], [9.390498901742133, 0.0], [9.836899359972211, 0.0], [0.0, 8.666360192082692], [0.0, 10.0]], [[9.909683589017476, 0.0], [8.95732436773709, 0.0], [10.0, 0.0], [10.0, 0.0], [9.503481825994538, 0.0]]]",16.98339
404,NChain,stochastic,2,2,24,BV-MaxEnt,gmm,4,3,"[[1.0, 2.4647997562516405e-44], [1.0, 3.8941007537830114e-32], [1.0, 3.4644320427534195e-37], [1.0, 4.1274049365513115e-44], [1.0, 1.918973505716542e-32], [1.0, 3.3075613961076426e-40], [1.0, 2.1238118602093846e-51], [1.0, 3.736777109406279e-40], [1.0, 3.197913557076023e-47], [1.0, 3.26747484093822e-51], [1.0, 1.677404586892106e-39], [1.0, 4.930605035321885e-44], [7.524755037437704e-54, 1.0], [1.450517709656503e-61, 1.0], [9.830733884374703e-47, 1.0], [1.1588196922448527e-49, 1.0], [1.0619131105541766e-49, 1.0], [2.66982677192837e-53, 1.0], [6.5902106583538035e-46, 1.0], [9.421947082814305e-47, 1.0], [1.7371287621996092e-57, 1.0], [2.78593970060655e-57, 1.0], [2.691314192428021e-53, 1.0], [1.0874373278024648e-60, 1.0]]","[[[9.31769814940867, 0.0], [8.814723974505009, 0.0], [10.0, 0.0], [9.95835257738107, 0.0], [9.287977982478328, 0.0]], [[0.0, 9.186829666450603], [9.005678457968582, 0.0], [10.0, 0.0], [0.0, 8.04857933138596], [0.0, 9.613988566394164]]]",17.786572
405,NChain,stochastic,2,2,24,BV-MaxEnt,gmm,5,2,"[[1.0, 1.922410583005012e-47], [1.0, 3.2772401254524827e-43], [1.0, 1.0307381589721234e-35], [1.0, 5.7224433398659836e-39], [1.0, 5.085414479916028e-62], [1.0, 3.0733357557088165e-39], [1.0, 2.774630907529327e-50], [1.0, 5.925416602576712e-62], [1.0, 2.711302219360853e-35], [1.0, 1.7560545782112716e-46], [1.0, 2.2311441931604503e-42], [1.0, 1.2976224629653074e-54], [6.854687346588827e-55, 1.0], [8.646006667330414e-67, 1.0], [2.2640232794064804e-58, 1.0], [3.06646854350524e-51, 1.0], [1.2919978878241572e-46, 1.0], [5.462664228988367e-59, 1.0], [1.1613197124055067e-50, 1.0], [5.3557874815605275e-55, 1.0], [5.501312727336472e-47, 1.0], [1.5217595685791612e-51, 1.0], [6.145545293781099e-44, 1.0], [3.814679148813836e-47, 1.0]]","[[[9.581283402432371, 0.0], [10.0, 0.0], [9.927995998077819, 0.0], [9.329082225449676, 0.0], [9.76262988971056, 0.0]], [[0.0, 9.666296844422648], [9.740437919857326, 0.0], [10.0, 0.0], [0.0, 9.542633105157167], [0.0, 9.392169144895966]]]",26.066353
